PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35880162","Inhibition of Osteoblast Differentiation by JAK2(V617F) Megakaryocytes Derived From Male Mice With Primary Myelofibrosis","Karagianni A, Matsuura S, Gerstenfeld LC, Ravid K.","Front Oncol. 2022 Jul 8;12:929498. doi: 10.3389/fonc.2022.929498. eCollection 2022.","Karagianni A","Front Oncol","2022","2022/07/26","PMC9307716","","10.3389/fonc.2022.929498"
"26104807","Apparent- and Tissue-Level Yield Behaviors of L4 Vertebral Trabecular Bone and Their Associations with Microarchitectures","Gong H, Wang L, Fan Y, Zhang M, Qin L.","Ann Biomed Eng. 2016 Apr;44(4):1204-23. doi: 10.1007/s10439-015-1368-6. Epub 2015 Jun 24.","Gong H","Ann Biomed Eng","2016","2015/06/25","","","10.1007/s10439-015-1368-6"
"36318110","Early patellofemoral cartilage and bone pathology in a rat model of noninvasive anterior cruciate ligament rupture","Fleischer MM, Hartner SE, Newton MD, Baker KC, Maerz T.","Connect Tissue Res. 2023 Mar;64(2):175-185. doi: 10.1080/03008207.2022.2136571. Epub 2022 Nov 1.","Fleischer MM","Connect Tissue Res","2023","2022/11/01","","","10.1080/03008207.2022.2136571"
"25826666","miR-214 promotes osteoclastogenesis by targeting Pten/PI3k/Akt pathway","Zhao C, Sun W, Zhang P, Ling S, Li Y, Zhao D, Peng J, Wang A, Li Q, Song J, Wang C, Xu X, Xu Z, Zhong G, Han B, Chang YZ, Li Y.","RNA Biol. 2015;12(3):343-53. doi: 10.1080/15476286.2015.1017205.","Zhao C","RNA Biol","2015","2015/04/01","PMC4615895","","10.1080/15476286.2015.1017205"
"37774934","Characterization of rat vertebrae cortical bone microstructures using confocal Raman microscopy combined to tomography and electron microscopy","Shah SA, Salehi H, Cavaillès V, Fernandez F, Cuisinier F, Collart-Dutilleul PY, Desoutter A.","Ann Anat. 2023 Oct;250:152162. doi: 10.1016/j.aanat.2023.152162. Epub 2023 Sep 27.","Shah SA","Ann Anat","2023","2023/09/29","","","10.1016/j.aanat.2023.152162"
"26772730","A 3D-printed functioning anatomical human middle ear model","Kuru I, Maier H, Müller M, Lenarz T, Lueth TC.","Hear Res. 2016 Oct;340:204-213. doi: 10.1016/j.heares.2015.12.025. Epub 2016 Jan 7.","Kuru I","Hear Res","2016","2016/01/17","","","10.1016/j.heares.2015.12.025"
"21815993","Constant strain rate and peri-implant bone modeling: an in vivo longitudinal micro-CT analysis","De Smet E, Jaecques SV, Wevers M, Sloten JV, Naert IE.","Clin Implant Dent Relat Res. 2013 Jun;15(3):358-66. doi: 10.1111/j.1708-8208.2011.00375.x. Epub 2011 Aug 4.","De Smet E","Clin Implant Dent Relat Res","2013","2011/08/06","","","10.1111/j.1708-8208.2011.00375.x"
"26256623","Use of micro-computed tomography to evaluate the effects of exercise on preventing the degeneration of articular cartilage in tail-suspended rats","Luan HQ, Sun LW, Huang YF, Wu XT, Niu H, Liu H, Fan YB.","Life Sci Space Res (Amst). 2015 Jul;6:15-20. doi: 10.1016/j.lssr.2015.06.001. Epub 2015 Jun 9.","Luan HQ","Life Sci Space Res (Amst)","2015","2015/08/11","","","10.1016/j.lssr.2015.06.001"
"33849592","Lugol's solution but not formaldehyde affects bone microstructure and bone mineral density parameters at the insertion site of the rotator cuff in rats","Feichtinger X, Heimel P, Keibl C, Hercher D, Schanda JE, Kocijan R, Redl H, Grillari J, Fialka C, Mittermayr R.","J Orthop Surg Res. 2021 Apr 13;16(1):254. doi: 10.1186/s13018-021-02394-6.","Feichtinger X","J Orthop Surg Res","2021","2021/04/14","PMC8045387","","10.1186/s13018-021-02394-6"
"33295680","Relationship between altered knee kinematics and subchondral bone remodeling in a clinically translational model of ACL injury","White MS, Brancati RJ, Lepley LK.","J Orthop Res. 2022 Jan;40(1):74-86. doi: 10.1002/jor.24943. Epub 2020 Dec 23.","White MS","J Orthop Res","2022","2020/12/09","PMC8187469","NIHMS1655241","10.1002/jor.24943"
"32153097","Temporal and dynamic changes in gingival blood flow during progression of ligature-induced periodontitis","Kuraji R, Wu YH, Hashimoto S, Mishiro S, Maeda Y, Miyashita Y, Ito H, Miwa Y, Sunohara M, Kapila Y, Numabe Y.","Oral Dis. 2020 Sep;26(6):1292-1301. doi: 10.1111/odi.13328. Epub 2020 Mar 25.","Kuraji R","Oral Dis","2020","2020/03/11","","","10.1111/odi.13328"
"22185204","Application of in vivo micro-computed tomography in the temporal characterisation of subchondral bone architecture in a rat model of low-dose monosodium iodoacetate-induced osteoarthritis","Mohan G, Perilli E, Kuliwaba JS, Humphries JM, Parkinson IH, Fazzalari NL.","Arthritis Res Ther. 2011;13(6):R210. doi: 10.1186/ar3543. Epub 2011 Dec 21.","Mohan G","Arthritis Res Ther","2011","2011/12/22","PMC3334663","","10.1186/ar3543"
"38100980","Statistical distribution of micro and macro pores in acrylic bone cement- effect of amount of antibiotic content","Alimohammadi M, Mirzabozorg H, Farahmand F, Kim S, Baril C, Ploeg HL.","J Mech Behav Biomed Mater. 2024 Feb;150:106297. doi: 10.1016/j.jmbbm.2023.106297. Epub 2023 Dec 8.","Alimohammadi M","J Mech Behav Biomed Mater","2024","2023/12/15","","","10.1016/j.jmbbm.2023.106297"
"34633315","3D-printed Poly-Lactic Co-Glycolic Acid (PLGA) scaffolds in non-critical bone defects impede bone regeneration in rabbit tibia bone","Lim JX, He M, Chong AKS.","Biomed Mater Eng. 2021;32(6):375-381. doi: 10.3233/BME-216017.","Lim JX","Biomed Mater Eng","2021","2021/10/11","","","10.3233/BME-216017"
"30112634","Micro-CT evaluation of the cortical bone micro-architecture in the anterior and posterior maxilla and the maxillary sinus floor","Bertl K, Domic D, Hirtler L, Heimel P, Esfandeyari A, Stavropoulos A, Ulm C.","Clin Oral Investig. 2019 Mar;23(3):1453-1459. doi: 10.1007/s00784-018-2573-0. Epub 2018 Aug 15.","Bertl K","Clin Oral Investig","2019","2018/08/17","","","10.1007/s00784-018-2573-0"
"30485431","Microanatomical changes and biomolecular expression at the PDL-entheses during experimental tooth movement","Yang L, Kang M, He R, Meng B, Pal A, Chen L, Jheon AH, Ho SP.","J Periodontal Res. 2019 Jun;54(3):251-258. doi: 10.1111/jre.12625. Epub 2018 Nov 28.","Yang L","J Periodontal Res","2019","2018/11/29","PMC6465084","NIHMS992209","10.1111/jre.12625"
"33461597","Inhibition of TGFβ improves hematopoietic stem cell niche and ameliorates cancer-related anemia","Wang B, Wang Y, Chen H, Yao S, Lai X, Qiu Y, Cai J, Huang Y, Wei X, Guan Y, Wang T, Wang J, Xiang AP.","Stem Cell Res Ther. 2021 Jan 18;12(1):65. doi: 10.1186/s13287-020-02120-9.","Wang B","Stem Cell Res Ther","2021","2021/01/19","PMC7814632","","10.1186/s13287-020-02120-9"
"28198555","Involvement of CD147 in alveolar bone remodeling and soft tissue degradation in experimental periodontitis","Yang D, Liu R, Liu L, Liao H, Wang C, Cao Z.","J Periodontal Res. 2017 Aug;52(4):704-712. doi: 10.1111/jre.12435. Epub 2017 Feb 15.","Yang D","J Periodontal Res","2017","2017/02/16","","","10.1111/jre.12435"
"29492335","MIA-Clustering: a novel method for segmentation of paleontological material","Dunmore CJ, Wollny G, Skinner MM.","PeerJ. 2018 Feb 23;6:e4374. doi: 10.7717/peerj.4374. eCollection 2018.","Dunmore CJ","PeerJ","2018","2018/03/02","PMC5826037","","10.7717/peerj.4374"
"38083338","Towards an Informed CNN for Bone SR-microCT Image Classification with an Unsupervised Patched-based Image Clustering","Poles I, D'Arnese E, Buccino F, Vergani L, Santambrogio MD.","Annu Int Conf IEEE Eng Med Biol Soc. 2023 Jul;2023:1-4. doi: 10.1109/EMBC40787.2023.10341140.","Poles I","Annu Int Conf IEEE Eng Med Biol Soc","2023","2023/12/12","","","10.1109/EMBC40787.2023.10341140"
"34761388","Variation in vertebrae shape across small-bodied newts reveals functional and developmental constraints acting upon the trunk region","Scholtes SJ, Arntzen JW, Ajduković M, Ivanović A.","J Anat. 2022 Apr;240(4):639-646. doi: 10.1111/joa.13591. Epub 2021 Nov 10.","Scholtes SJ","J Anat","2022","2021/11/11","PMC8930814","","10.1111/joa.13591"
"37947141","The impact of Resolvin E1 on bone regeneration in critical-sized calvarial defects of rat model-A gene expression and micro-CT analysis","Alrumaih S, Alshibani N, Alssum L, Alshehri FA, AlMayrifi MA, AlMayouf M, Alrahlah A, Bautista LSJ.","J Periodontal Res. 2024 Feb;59(1):195-203. doi: 10.1111/jre.13206. Epub 2023 Nov 10.","Alrumaih S","J Periodontal Res","2024","2023/11/10","","","10.1111/jre.13206"
"33957005","Lrp5 Mutant and Crispant Zebrafish Faithfully Model Human Osteoporosis, Establishing the Zebrafish as a Platform for CRISPR-Based Functional Screening of Osteoporosis Candidate Genes","Bek JW, Shochat C, De Clercq A, De Saffel H, Boel A, Metz J, Rodenburg F, Karasik D, Willaert A, Coucke PJ.","J Bone Miner Res. 2021 Sep;36(9):1749-1764. doi: 10.1002/jbmr.4327. Epub 2021 May 19.","Bek JW","J Bone Miner Res","2021","2021/05/06","","","10.1002/jbmr.4327"
"36039207","Rule and Neural Network-Based Image Segmentation of Mice Vertebrae Images","Madireddy I, Wu T.","Cureus. 2022 Jul 25;14(7):e27247. doi: 10.7759/cureus.27247. eCollection 2022 Jul.","Madireddy I","Cureus","2022","2022/08/30","PMC9401637","","10.7759/cureus.27247"
"31786678","A novel algorithm to predict bone changes in the mouse tibia properties under physiological conditions","Cheong VS, Campos Marin A, Lacroix D, Dall'Ara E.","Biomech Model Mechanobiol. 2020 Jun;19(3):985-1001. doi: 10.1007/s10237-019-01266-7. Epub 2019 Nov 30.","Cheong VS","Biomech Model Mechanobiol","2020","2019/12/02","PMC7203598","","10.1007/s10237-019-01266-7"
"37614304","Increased Bone Formation and Accelerated Bone Mass Accrual in a Man Presenting with Diffuse Osteosclerosis/High Bone Mass Phenotype and Adenocarcinoma of Unknown Primary","Diamond TH, Bryant C, Quinn R, Mohanty ST, Bonar F, Baldock PA, McDonald MM.","JBMR Plus. 2023 Jun 14;7(8):e10734. doi: 10.1002/jbm4.10734. eCollection 2023 Aug.","Diamond TH","JBMR Plus","2023","2023/08/24","PMC10443075","","10.1002/jbm4.10734"
"36091331","Cortical bone relationships are maintained regardless of sex and diet in a large population of LGXSM advanced intercross mice","Migotsky N, Brodt MD, Cheverud JM, Silva MJ.","Bone Rep. 2022 Aug 26;17:101615. doi: 10.1016/j.bonr.2022.101615. eCollection 2022 Dec.","Migotsky N","Bone Rep","2022","2022/09/12","PMC9449555","","10.1016/j.bonr.2022.101615"
"37702738","Food texture and vitamin D influence mouse mandible form and molar roots","Van Ankum EM, Majcher KB, Dolovich AT, Johnston JD, Flegel KP, Boughner JC.","Anat Rec (Hoboken). 2024 Mar;307(3):611-632. doi: 10.1002/ar.25315. Epub 2023 Sep 13.","Van Ankum EM","Anat Rec (Hoboken)","2024","2023/09/13","","","10.1002/ar.25315"
"35490916","Methotrexate promotes recovery of arthritis-induced alveolar bone loss and modifies the composition of the oral-gut microbiota","de Arruda JAA, Corrêa JD, Singh Y, Oliveira SR, Machado CC, Schneider AH, Medeiros JD, Fernandes GR, Macari S, Barrioni BR, Santos MS, Duffles LF, Nakaya HTI, Fukada SY, Graves DT, Cunha FQ, Silva TA.","Anaerobe. 2022 Jun;75:102577. doi: 10.1016/j.anaerobe.2022.102577. Epub 2022 Apr 28.","de Arruda JAA","Anaerobe","2022","2022/05/01","PMC10782845","NIHMS1951698","10.1016/j.anaerobe.2022.102577"
"24204923","Low-bone-mass phenotype of deficient mice for the cluster of differentiation 36 (CD36)","Kevorkova O, Martineau C, Martin-Falstrault L, Sanchez-Dardon J, Brissette L, Moreau R.","PLoS One. 2013 Oct 25;8(10):e77701. doi: 10.1371/journal.pone.0077701. eCollection 2013.","Kevorkova O","PLoS One","2013","2013/11/09","PMC3808405","","10.1371/journal.pone.0077701"
"33114211","Impact of DBBM Fragments on the Porosity of the Calvarial Bone: A Pilot Study on Mice","Kuchler U, Heimel P, Stähli A, Strauss FJ, Luza B, Gruber R.","Materials (Basel). 2020 Oct 23;13(21):4748. doi: 10.3390/ma13214748.","Kuchler U","Materials (Basel)","2020","2020/10/29","PMC7660694","","10.3390/ma13214748"
"26426826","Genetics of murine craniofacial morphology: diallel analysis of the eight founders of the Collaborative Cross","Percival CJ, Liberton DK, Pardo-Manuel de Villena F, Spritz R, Marcucio R, Hallgrímsson B.","J Anat. 2016 Jan;228(1):96-112. doi: 10.1111/joa.12382. Epub 2015 Oct 1.","Percival CJ","J Anat","2016","2015/10/02","PMC4694168","NIHMS730850","10.1111/joa.12382"
"32428686","Tracking tendon fibers to their insertion - a 3D analysis of the Achilles tendon enthesis in mice","Sartori J, Stark H.","Acta Biomater. 2021 Jan 15;120:146-155. doi: 10.1016/j.actbio.2020.05.001. Epub 2020 May 16.","Sartori J","Acta Biomater","2021","2020/05/20","","","10.1016/j.actbio.2020.05.001"
"30653344","Osteointegration of a Novel Silk Fiber-Based ACL Scaffold by Formation of a Ligament-Bone Interface","Teuschl AH, Tangl S, Heimel P, Schwarze UY, Monforte X, Redl H, Nau T.","Am J Sports Med. 2019 Mar;47(3):620-627. doi: 10.1177/0363546518818792. Epub 2019 Jan 17.","Teuschl AH","Am J Sports Med","2019","2019/01/18","","","10.1177/0363546518818792"
"39101558","Visualization of Pulpal Structures by SWIR in Endodontic Access Preparation","Benz L, Heck K, Hevisov D, Kugelmann D, Tseng PC, Sreij Z, Litzenburger F, Waschke J, Schwendicke F, Kienle A, Hickel R, Kunzelmann KH, Walter E.","J Dent Res. 2024 Aug 5:220345241262949. doi: 10.1177/00220345241262949. Online ahead of print.","Benz L","J Dent Res","2024","2024/08/05","","","10.1177/00220345241262949"
"35807281","Human Remains Identification Using Micro-CT, Chemometric and AI Methods in Forensic Experimental Reconstruction of Dental Patterns after Concentrated Sulphuric Acid Significant Impact","Thurzo A, Jančovičová V, Hain M, Thurzo M, Novák B, Kosnáčová H, Lehotská V, Varga I, Kováč P, Moravanský N.","Molecules. 2022 Jun 23;27(13):4035. doi: 10.3390/molecules27134035.","Thurzo A","Molecules","2022","2022/07/09","PMC9268125","","10.3390/molecules27134035"
"30850857","Paget's Disease of Long Bones: Microstructural Analyses of Historical Bone Samples","Nebot E, Heimel P, Tangl S, Dockner M, Patsch J, Weber GW, Pretterklieber M, Teschler-Nicola M, Pietschmann P.","Calcif Tissue Int. 2019 Jul;105(1):15-25. doi: 10.1007/s00223-019-00539-8. Epub 2019 Mar 8.","Nebot E","Calcif Tissue Int","2019","2019/03/10","","","10.1007/s00223-019-00539-8"
